Image,Match_Type,AI_Index,GT_Index,IoU,GT_Area_px,AI_Area_px,GT_Area_um2,AI_Area_um2
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,34,39,0.8920430107526882,2198,2201,1059.9922839506173,1061.4390432098764
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,23,7,0.8903053661428995,3076,3300,1483.4104938271605,1591.4351851851852
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,28,8,0.8899590975062673,7137,7187,3441.840277777778,3465.9529320987654
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,4,36,0.8874612317235268,2059,2201,992.9591049382716,1061.4390432098764
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,20,2,0.8811096433289299,2107,2165,1016.1072530864197,1044.0779320987654
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,8,11,0.8692691783931004,1949,2169,939.9112654320987,1046.0069444444443
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,22,29,0.8647512263489839,1310,1351,631.7515432098766,651.5239197530864
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,13,20,0.8628239499553172,2108,2061,1016.5895061728395,993.9236111111111
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,12,19,0.8584031760035289,2028,2185,978.0092592592592,1053.7229938271605
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,21,22,0.8539201183431953,2614,2399,1260.6095679012344,1156.9251543209875
ROSILHA-M-B_009_jpg.rf.d2aa8881a0b4f54b4bdb89392b953e71.jpg,TP,37,27,0.8496860017556891,13200,14192,6365.740740740741,6844.135802469135
